filename,galaxy,split,cut_type,cut_category,shell_id,positive_manifest,local_velocity_kms,velocity_center_kms,velocity_offset_kms,spatial_window_kpc,velocity_window_kms,mask_pixels_manifest,quality_flags,pv_cut_center,pv_cut_angle_deg,spatial_offset_pix,spatial_offset_beam,angle_offset_deg,source,source_shell_id,sample_index,crop_v0,crop_pos0,true_patch,label_pixels_in_patch,max_probability,mean_probability,probability_mass,pred_patch_0p05,patch_tp_0p05,patch_fp_0p05,patch_fn_0p05,patch_tn_0p05,pixel_precision_0p05,pixel_recall_0p05,pixel_f1_0p05,pixel_tp_0p05,pixel_fp_0p05,pixel_fn_0p05,pred_patch_0p075,patch_tp_0p075,patch_fp_0p075,patch_fn_0p075,patch_tn_0p075,pixel_precision_0p075,pixel_recall_0p075,pixel_f1_0p075,pixel_tp_0p075,pixel_fp_0p075,pixel_fn_0p075
ngc_7793__std_000798.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,262.5943908691406,262.5943908691406,0.0,5.0,200.0,0,,"[574.0, 487.0]",74.09445293937483,,,,random_background_standardized,,0,0,0,0,0,0.9999977350234985,0.019589805975556374,481.4390869140625,1,0,1,0,0,0.0,0.0,0.0,0,571,0,1,0,1,0,0,0.0,0.0,0.0,0,552,0
ngc_7793__std_000798.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,262.5943908691406,262.5943908691406,0.0,5.0,200.0,0,,"[574.0, 487.0]",74.09445293937483,,,,random_background_standardized,,1,0,0,0,0,0.9999977350234985,0.019589805975556374,481.4390869140625,1,0,1,0,0,0.0,0.0,0.0,0,571,0,1,0,1,0,0,0.0,0.0,0.0,0,552,0
ngc_7793__std_000847.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,253.0205307006836,253.0205307006836,0.0,5.0,200.0,0,,"[670.0, 695.0]",53.49652814535797,,,,random_background_standardized,,0,0,0,0,0,0.9999914765357971,0.015512601472437382,381.2377014160156,1,0,1,0,0,0.0,0.0,0.0,0,460,0,1,0,1,0,0,0.0,0.0,0.0,0,444,0
ngc_7793__std_000847.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,253.0205307006836,253.0205307006836,0.0,5.0,200.0,0,,"[670.0, 695.0]",53.49652814535797,,,,random_background_standardized,,1,0,0,0,0,0.9999914765357971,0.015512601472437382,381.2377014160156,1,0,1,0,0,0.0,0.0,0.0,0,460,0,1,0,1,0,0,0.0,0.0,0.0,0,444,0
ngc_2366__std_000852.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,113.26295471191406,113.26295471191406,0.0,5.0,200.0,0,,"[271.0, 630.0]",174.50172297025702,,,,random_background_standardized,,0,0,0,0,0,0.9999833703041077,0.021525578573346138,529.0126342773438,1,0,1,0,0,0.0,0.0,0.0,0,586,0,1,0,1,0,0,0.0,0.0,0.0,0,579,0
ngc_2366__std_000852.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,113.26295471191406,113.26295471191406,0.0,5.0,200.0,0,,"[271.0, 630.0]",174.50172297025702,,,,random_background_standardized,,1,0,0,0,0,0.9999833703041077,0.021525578573346138,529.0126342773438,1,0,1,0,0,0.0,0.0,0.0,0,586,0,1,0,1,0,0,0.0,0.0,0.0,0,579,0
ngc_2366__std_000851.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,120.00415802001953,120.00415802001953,0.0,5.0,200.0,0,,"[424.0, 740.0]",105.87078251986843,,,,random_background_standardized,,0,0,0,0,0,0.9999759197235107,0.047583822160959244,1169.4200439453125,1,0,1,0,0,0.0,0.0,0.0,0,1389,0,1,0,1,0,0,0.0,0.0,0.0,0,1358,0
ngc_2366__std_000851.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,120.00415802001953,120.00415802001953,0.0,5.0,200.0,0,,"[424.0, 740.0]",105.87078251986843,,,,random_background_standardized,,1,0,0,0,0,0.9999759197235107,0.047583822160959244,1169.4200439453125,1,0,1,0,0,0.0,0.0,0.0,0,1389,0,1,0,1,0,0,0.0,0.0,0.0,0,1358,0
ngc_2366__std_000805.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,99.81532287597656,99.81532287597656,0.0,5.0,200.0,0,,"[541.0, 703.0]",103.1838085483194,,,,random_background_standardized,,0,0,0,0,0,0.9999747276306152,0.01660878024995327,408.1773986816406,1,0,1,0,0,0.0,0.0,0.0,0,496,0,1,0,1,0,0,0.0,0.0,0.0,0,476,0
ngc_2366__std_000805.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,99.81532287597656,99.81532287597656,0.0,5.0,200.0,0,,"[541.0, 703.0]",103.1838085483194,,,,random_background_standardized,,1,0,0,0,0,0.9999747276306152,0.01660878024995327,408.1773986816406,1,0,1,0,0,0.0,0.0,0.0,0,496,0,1,0,1,0,0,0.0,0.0,0.0,0,476,0
ngc_2366__std_000784.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,84.3306999206543,84.3306999206543,0.0,5.0,200.0,0,,"[513.0, 329.0]",179.344250231812,,,,random_background_standardized,,0,0,0,0,0,0.9999409914016724,0.015915505588054657,391.13946533203125,1,0,1,0,0,0.0,0.0,0.0,0,522,0,1,0,1,0,0,0.0,0.0,0.0,0,500,0
ngc_2366__std_000784.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,84.3306999206543,84.3306999206543,0.0,5.0,200.0,0,,"[513.0, 329.0]",179.344250231812,,,,random_background_standardized,,1,0,0,0,0,0.9999409914016724,0.015915505588054657,391.13946533203125,1,0,1,0,0,0.0,0.0,0.0,0,522,0,1,0,1,0,0,0.0,0.0,0.0,0,500,0
ngc_7793__std_000822.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,247.77227783203125,247.77227783203125,0.0,5.0,200.0,0,,"[518.0, 624.0]",159.14615353649876,,,,random_background_standardized,,0,0,0,0,0,0.9999234080314636,0.019347304478287697,475.4793395996094,1,0,1,0,0,0.0,0.0,0.0,0,614,0,1,0,1,0,0,0.0,0.0,0.0,0,601,0
ngc_7793__std_000822.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,247.77227783203125,247.77227783203125,0.0,5.0,200.0,0,,"[518.0, 624.0]",159.14615353649876,,,,random_background_standardized,,1,0,0,0,0,0.9999234080314636,0.019347304478287697,475.4793395996094,1,0,1,0,0,0.0,0.0,0.0,0,614,0,1,0,1,0,0,0.0,0.0,0.0,0,601,0
ngc_7793__std_000884.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,191.76809692382812,191.76809692382812,0.0,5.0,200.0,0,,"[467.0, 453.0]",3.227333494542899,,,,random_background_standardized,,0,0,0,0,0,0.9999009966850281,0.019603852182626724,481.7842712402344,1,0,1,0,0,0.0,0.0,0.0,0,635,0,1,0,1,0,0,0.0,0.0,0.0,0,615,0
ngc_7793__std_000884.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,191.76809692382812,191.76809692382812,0.0,5.0,200.0,0,,"[467.0, 453.0]",3.227333494542899,,,,random_background_standardized,,1,0,0,0,0,0.9999009966850281,0.019603852182626724,481.7842712402344,1,0,1,0,0,0.0,0.0,0.0,0,635,0,1,0,1,0,0,0.0,0.0,0.0,0,615,0
ngc_4736__std_000770.npy,ngc_4736,val,random_background_standardized,background_random_negative,,0,313.8470153808594,313.8470153808594,0.0,5.0,200.0,0,,"[579.0, 358.0]",126.11131538614661,,,,random_background_standardized,,0,0,0,0,0,0.9998894333839417,0.008962930180132389,220.27296447753906,1,0,1,0,0,0.0,0.0,0.0,0,281,0,1,0,1,0,0,0.0,0.0,0.0,0,267,0
ngc_4736__std_000770.npy,ngc_4736,val,random_background_standardized,background_random_negative,,0,313.8470153808594,313.8470153808594,0.0,5.0,200.0,0,,"[579.0, 358.0]",126.11131538614661,,,,random_background_standardized,,1,0,0,0,0,0.9998894333839417,0.008962930180132389,220.27296447753906,1,0,1,0,0,0.0,0.0,0.0,0,281,0,1,0,1,0,0,0.0,0.0,0.0,0,267,0
ngc_2366__std_000834.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,110.14720153808594,110.14720153808594,0.0,5.0,200.0,0,,"[421.0, 491.0]",130.68804456185745,,,,random_background_standardized,,0,0,0,0,0,0.9998226761817932,0.03180979564785957,781.757568359375,1,0,1,0,0,0.0,0.0,0.0,0,948,0,1,0,1,0,0,0.0,0.0,0.0,0,913,0
ngc_2366__std_000834.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,110.14720153808594,110.14720153808594,0.0,5.0,200.0,0,,"[421.0, 491.0]",130.68804456185745,,,,random_background_standardized,,1,0,0,0,0,0.9998226761817932,0.03180979564785957,781.757568359375,1,0,1,0,0,0.0,0.0,0.0,0,948,0,1,0,1,0,0,0.0,0.0,0.0,0,913,0
ngc_3184__std_001263.npy,ngc_3184,test,random_background_standardized,background_random_negative,,0,609.5576782226562,609.5576782226562,0.0,5.0,200.0,0,,"[607.0, 467.0]",164.4736907209251,,,,random_background_standardized,,0,0,0,0,0,0.9997386932373047,0.008386841043829918,206.11500549316406,1,0,1,0,0,0.0,0.0,0.0,0,256,0,1,0,1,0,0,0.0,0.0,0.0,0,248,0
ngc_3184__std_001263.npy,ngc_3184,test,random_background_standardized,background_random_negative,,0,609.5576782226562,609.5576782226562,0.0,5.0,200.0,0,,"[607.0, 467.0]",164.4736907209251,,,,random_background_standardized,,1,0,0,0,0,0.9997386932373047,0.008386841043829918,206.11500549316406,1,0,1,0,0,0.0,0.0,0.0,0,256,0,1,0,1,0,0,0.0,0.0,0.0,0,248,0
ngc_3184__std_001274.npy,ngc_3184,test,random_background_standardized,background_random_negative,,0,566.5971069335938,566.5971069335938,0.0,5.0,200.0,0,,"[438.0, 724.0]",86.64313125547108,,,,random_background_standardized,,0,0,0,0,0,0.9997116923332214,0.007634170353412628,187.61737060546875,1,0,1,0,0,0.0,0.0,0.0,0,209,0,1,0,1,0,0,0.0,0.0,0.0,0,204,0
ngc_3184__std_001274.npy,ngc_3184,test,random_background_standardized,background_random_negative,,0,566.5971069335938,566.5971069335938,0.0,5.0,200.0,0,,"[438.0, 724.0]",86.64313125547108,,,,random_background_standardized,,1,0,0,0,0,0.9997116923332214,0.007634170353412628,187.61737060546875,1,0,1,0,0,0.0,0.0,0.0,0,209,0,1,0,1,0,0,0.0,0.0,0.0,0,204,0
ngc_7793__std_000854.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,216.10813903808594,216.10813903808594,0.0,5.0,200.0,0,,"[515.0, 407.0]",45.91003885260504,,,,random_background_standardized,,0,0,0,0,0,0.9996214509010315,0.017354751005768776,426.5103759765625,1,0,1,0,0,0.0,0.0,0.0,0,565,0,1,0,1,0,0,0.0,0.0,0.0,0,544,0
ngc_7793__std_000854.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,216.10813903808594,216.10813903808594,0.0,5.0,200.0,0,,"[515.0, 407.0]",45.91003885260504,,,,random_background_standardized,,1,0,0,0,0,0.9996214509010315,0.017354751005768776,426.5103759765625,1,0,1,0,0,0.0,0.0,0.0,0,565,0,1,0,1,0,0,0.0,0.0,0.0,0,544,0
ngc_7793__std_000838.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,212.6031494140625,212.6031494140625,0.0,5.0,200.0,0,,"[336.0, 268.0]",132.32695865766485,,,,random_background_standardized,,0,0,0,0,0,0.9995627999305725,0.009070555679500103,222.91796875,1,0,1,0,0,0.0,0.0,0.0,0,272,0,1,0,1,0,0,0.0,0.0,0.0,0,264,0
ngc_7793__std_000838.npy,ngc_7793,test,random_background_standardized,background_random_negative,,0,212.6031494140625,212.6031494140625,0.0,5.0,200.0,0,,"[336.0, 268.0]",132.32695865766485,,,,random_background_standardized,,1,0,0,0,0,0.9995627999305725,0.009070555679500103,222.91796875,1,0,1,0,0,0.0,0.0,0.0,0,272,0,1,0,1,0,0,0.0,0.0,0.0,0,264,0
ngc_2366__std_000793.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,126.38394927978516,126.38394927978516,0.0,5.0,200.0,0,,"[342.0, 595.0]",24.891240331971222,,,,random_background_standardized,,0,0,0,0,0,0.9995425343513489,0.014679699204862118,360.7682800292969,1,0,1,0,0,0.0,0.0,0.0,0,464,0,1,0,1,0,0,0.0,0.0,0.0,0,451,0
ngc_2366__std_000793.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,126.38394927978516,126.38394927978516,0.0,5.0,200.0,0,,"[342.0, 595.0]",24.891240331971222,,,,random_background_standardized,,1,0,0,0,0,0.9995425343513489,0.014679699204862118,360.7682800292969,1,0,1,0,0,0.0,0.0,0.0,0,464,0,1,0,1,0,0,0.0,0.0,0.0,0,451,0
ngc_3184__std_001286.npy,ngc_3184,test,random_background_standardized,background_random_negative,,0,610.1141967773438,610.1141967773438,0.0,5.0,200.0,0,,"[629.0, 361.0]",9.809534318870801,,,,random_background_standardized,,0,0,0,0,0,0.9995070695877075,0.006272064987570047,154.14227294921875,1,0,1,0,0,0.0,0.0,0.0,0,177,0,1,0,1,0,0,0.0,0.0,0.0,0,176,0
ngc_3184__std_001286.npy,ngc_3184,test,random_background_standardized,background_random_negative,,0,610.1141967773438,610.1141967773438,0.0,5.0,200.0,0,,"[629.0, 361.0]",9.809534318870801,,,,random_background_standardized,,1,0,0,0,0,0.9995070695877075,0.006272064987570047,154.14227294921875,1,0,1,0,0,0.0,0.0,0.0,0,177,0,1,0,1,0,0,0.0,0.0,0.0,0,176,0
ngc_4736__std_000780.npy,ngc_4736,val,random_background_standardized,background_random_negative,,0,283.13079833984375,283.13079833984375,0.0,5.0,200.0,0,,"[380.0, 535.0]",173.20620949080515,,,,random_background_standardized,,0,0,0,0,0,0.9994601011276245,0.018037082627415657,443.27935791015625,1,0,1,0,0,0.0,0.0,0.0,0,526,0,1,0,1,0,0,0.0,0.0,0.0,0,514,0
ngc_4736__std_000780.npy,ngc_4736,val,random_background_standardized,background_random_negative,,0,283.13079833984375,283.13079833984375,0.0,5.0,200.0,0,,"[380.0, 535.0]",173.20620949080515,,,,random_background_standardized,,1,0,0,0,0,0.9994601011276245,0.018037082627415657,443.27935791015625,1,0,1,0,0,0.0,0.0,0.0,0,526,0,1,0,1,0,0,0.0,0.0,0.0,0,514,0
ngc_2366__std_000812.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,89.62717056274414,89.62717056274414,0.0,5.0,200.0,0,,"[734.0, 346.0]",1.2648666020874377,,,,random_background_standardized,,0,0,0,0,0,0.9994494318962097,0.00991800520569086,243.74490356445312,1,0,1,0,0,0.0,0.0,0.0,0,312,0,1,0,1,0,0,0.0,0.0,0.0,0,303,0
ngc_2366__std_000812.npy,ngc_2366,val,random_background_standardized,background_random_negative,,0,89.62717056274414,89.62717056274414,0.0,5.0,200.0,0,,"[734.0, 346.0]",1.2648666020874377,,,,random_background_standardized,,1,0,0,0,0,0.9994494318962097,0.00991800520569086,243.74490356445312,1,0,1,0,0,0.0,0.0,0.0,0,312,0,1,0,1,0,0,0.0,0.0,0.0,0,303,0
